Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
3789,Frederic Guilbert,0.0,0,19,5,0,2019-12-01,24-342,fr FRA,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,39,48.7,1,1,2,1,2,362,170,8,14,57.1,5,10,50.0,4,9,44.4,5,5,2,3,0,5,6,83.3,1,2,1,1,0,5,4,0,0,0,0,0,6,"DF,MF",Match Report
3790,Brandon Williams,0.0,0,42,1,0,2019-12-01,19-089,eng ENG,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,78,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,42,51,82.4,0,2,2,0,4,693,251,20,24,83.3,18,19,94.7,3,6,50.0,1,1,0,1,0,1,5,20.0,4,2,1,1,1,2,3,0,0,0,0,0,6,DF,Match Report
3791,Mattéo Guendouzi,0.0,2,61,0,0,2019-12-01,20-231,fr FRA,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,77,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.02,2,0.00,0.00,1,50.0,27.8,0,2,0.00,0.00,1,50.0,27.8,0,61,68,89.7,1,12,2,0,11,1282,435,20,21,95.2,24,28,85.7,15,16,93.8,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,0,0,0,0,5,MF,Match Report
3792,Luke Freeman,0.0,0,0,1,0,2019-12-01,27-254,eng ENG,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,MF,Match Report
3793,Andreas Pereira,0.0,1,60,0,0,2019-12-01,23-334,br BRA,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.4,0.3,0.0,0.0,-0.3,0.03,1,0.00,,0,0.0,30.4,0,1,0.00,,0,0.0,30.4,0,60,77,77.9,2,8,2,1,9,1080,321,25,28,89.3,29,36,80.6,6,11,54.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,6,"MF,FW",Match Report
3794,Emi Buendía,0.0,0,10,0,0,2019-12-01,22-341,ar ARG,Norwich City,,Arsenal,eng Premier League,D 2-2,N,8,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,10,13,76.9,3,1,2,1,1,230,100,2,2,100.0,6,7,85.7,2,3,66.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,0,0,0,0,2,"FW,MF",Match Report
3795,Wilfred Ndidi,0.0,1,80,4,0,2019-12-01,22-350,ng NGA,Leicester City,,Everton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,-0.2,0.04,1,0.00,,0,0.0,10.3,0,1,0.00,,0,0.0,10.3,0,80,93,86.0,4,10,1,0,12,1394,331,35,37,94.6,35,40,87.5,7,11,63.6,4,1,4,0,0,2,5,40.0,3,1,0,1,2,6,0,0,0,0,0,0,12,MF,Match Report
3796,Alex Iwobi,0.0,0,22,0,0,2019-12-01,23-212,ng NGA,Everton,@,Leicester City,eng Premier League,L 1-2,Y,77,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,22,29,75.9,1,4,2,2,6,539,226,5,7,71.4,9,11,81.8,7,8,87.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,"MF,FW",Match Report
3797,Yerry Mina,0.0,0,19,1,0,2019-12-01,25-069,co COL,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,19,28,67.9,1,2,0,0,3,434,186,5,8,62.5,11,11,100.0,3,9,33.3,1,0,1,0,0,1,1,100.0,0,2,1,1,3,4,8,0,0,0,0,0,4,DF,Match Report
3798,Douglas Luiz,0.0,0,29,1,0,2019-12-01,21-206,br BRA,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,29,33,87.9,0,4,0,0,2,475,139,15,16,93.8,10,10,100.0,3,5,60.0,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,3,0,0,0,0,0,9,MF,Match Report
3799,Ricardo Pereira,0.0,1,60,1,0,2019-12-01,26-056,pt POR,Leicester City,,Everton,eng Premier League,W 2-1,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.4,0.5,0.2,0.5,0.0,0.0,+0.6,0.05,1,0.00,0.00,1,100.0,15.7,0,1,0.00,0.00,1,100.0,15.7,0,60,74,81.1,2,4,1,0,6,895,305,33,39,84.6,26,29,89.7,1,4,25.0,1,0,1,0,0,0,2,0.0,2,2,0,2,4,5,3,0,0,0,0,0,9,DF,Match Report
3800,Gylfi Sigurðsson,0.1,1,25,3,0,2019-12-01,30-084,is ISL,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.08,1,0.00,,0,0.0,18.0,0,1,0.00,,0,0.0,18.0,0,25,31,80.6,1,4,0,0,4,362,96,13,15,86.7,7,8,87.5,2,4,50.0,3,0,1,2,0,1,3,33.3,2,0,0,0,3,6,2,0,0,0,0,0,12,MF,Match Report
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
3801,Max Aarons,0.2,3,32,0,0,2019-12-01,19-331,eng ENG,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.05,3,0.00,0.00,2,66.7,14.3,0,3,0.00,0.00,2,66.7,14.3,0,32,38,84.2,0,1,0,0,1,400,137,24,26,92.3,7,9,77.8,0,2,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,7,0,0,0,0,0,4,DF,Match Report
3802,Oliver McBurnie,0.3,1,5,1,0,2019-12-01,23-180,sct SCO,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,N,18,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.31,1,0.00,,0,0.0,5.2,0,1,0.00,,0,0.0,5.2,0,5,9,55.6,0,1,0,0,1,68,43,4,7,57.1,1,1,100.0,0,0,,1,1,0,1,0,0,1,0.0,1,1,1,0,1,2,3,0,0,0,0,0,2,FW,Match Report
3803,Rui Patrício,0.0,0,14,0,0,2019-12-01,31-289,pt POR,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,14,19,73.7,0,0,0,0,0,451,287,2,2,100.0,4,4,100.0,8,13,61.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,GK,Match Report
3804,David de Gea,0.0,0,28,0,0,2019-12-01,29-024,es ESP,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,28,31,90.3,0,0,0,0,0,712,484,7,7,100.0,13,14,92.9,8,10,80.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
3805,Jesse Lingard,0.1,1,6,0,0,2019-12-01,26-351,eng ENG,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,N,17,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,1,0.00,0.00,1,100.0,7.3,0,1,0.00,0.00,1,100.0,7.3,0,6,7,85.7,0,3,1,0,2,97,43,2,2,100.0,4,4,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"MF,FW",Match Report
3806,Ayoze Pérez,0.2,3,22,0,0,2019-12-01,26-125,es ESP,Leicester City,,Everton,eng Premier League,W 2-1,Y,61,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.08,3,0.00,0.00,1,33.3,13.4,0,3,0.00,0.00,1,33.3,13.4,0,22,27,81.5,0,1,2,0,3,284,81,15,16,93.8,6,7,85.7,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,"MF,FW",Match Report
3807,Tyrone Mings,0.1,1,30,0,0,2019-12-01,26-263,eng ENG,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.10,1,1.00,1.00,1,100.0,10.4,0,1,1.00,1.00,1,100.0,10.4,0,30,39,76.9,0,0,0,0,0,610,224,10,12,83.3,15,17,88.2,5,10,50.0,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0,0,0,0,0,8,DF,Match Report
3808,Anthony Martial,0.9,5,17,0,0,2019-12-01,23-361,fr FRA,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,81,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,0.1,0.9,-0.9,-0.9,0.0,0.18,5,0.00,0.00,2,40.0,15.3,0,5,0.00,0.00,2,40.0,15.3,0,17,22,77.3,0,1,5,0,7,251,89,8,9,88.9,9,11,81.8,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,FW,Match Report
3809,John McGinn,0.0,0,27,5,0,2019-12-01,25-044,sct SCO,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,27,36,75.0,3,4,1,0,5,579,180,8,10,80.0,10,10,100.0,7,9,77.8,5,3,1,2,2,2,4,50.0,2,0,0,0,0,5,1,0,0,0,0,0,6,MF,Match Report
3810,Tom Davies,0.0,0,24,1,0,2019-12-01,21-154,eng ENG,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,34,70.6,0,2,0,0,4,423,103,8,12,66.7,11,11,100.0,3,6,50.0,1,1,1,0,0,1,3,33.3,2,0,0,0,3,4,1,0,0,0,0,0,3,MF,Match Report
3811,Ibrahim Amadou,0.1,3,37,3,0,2019-12-01,26-239,fr FRA,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.03,3,0.00,,0,0.0,23.2,0,3,0.00,,0,0.0,23.2,0,37,39,94.9,1,3,1,0,3,616,105,18,20,90.0,16,16,100.0,3,3,100.0,3,2,2,0,1,2,3,66.7,1,3,2,1,1,4,4,0,0,0,0,0,6,"DF,MF",Match Report
3812,Adama Traoré,0.0,0,21,2,0,2019-12-01,23-310,es ESP,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,21,34,61.8,1,2,0,0,1,325,37,12,14,85.7,6,11,54.5,1,3,33.3,2,1,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,0,0,0,0,1,"FW,DF",Match Report
3813,Luke Shaw,0.1,1,11,1,0,2019-12-01,24-142,eng ENG,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,N,12,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,,0,0.0,8.6,0,1,0.00,,0,0.0,8.6,0,11,13,84.6,0,1,0,0,1,143,62,7,8,87.5,4,4,100.0,0,1,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,DF,Match Report
3814,Alexandre Lacazette,0.2,3,23,0,0,2019-12-01,28-187,fr FRA,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.1,0.2,-0.2,-0.2,-0.1,0.05,3,0.00,0.00,1,33.3,15.0,0,3,0.00,0.00,1,33.3,15.0,0,23,31,74.2,1,1,1,0,3,264,29,17,18,94.4,4,7,57.1,0,0,,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,FW,Match Report
3815,Aaron Wan-Bissaka,0.0,1,49,0,0,2019-12-01,22-005,eng ENG,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,1,0.00,0.00,1,100.0,15.4,0,1,0.00,0.00,1,100.0,15.4,0,49,65,75.4,1,5,0,0,5,702,195,21,25,84.0,24,29,82.8,1,3,33.3,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,0,0,0,0,7,DF,Match Report
3816,Ben Godfrey,0.0,0,32,2,0,2019-12-01,21-320,eng ENG,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,32,38,84.2,0,1,0,0,1,657,253,7,8,87.5,22,24,91.7,3,4,75.0,2,1,2,0,0,0,0,,0,3,3,0,1,3,5,0,0,0,0,0,4,DF,Match Report
3817,Marcus Rashford,0.3,2,26,2,0,2019-12-01,22-031,eng ENG,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.3,-0.3,-0.1,0.16,2,0.00,,0,0.0,7.8,0,2,0.00,,0,0.0,7.8,0,26,35,74.3,1,3,2,0,4,378,102,16,18,88.9,8,9,88.9,2,7,28.6,2,1,0,1,1,2,2,100.0,0,1,0,1,0,2,1,0,0,0,0,0,4,FW,Match Report
3818,Joe Willock,0.1,1,18,1,0,2019-12-01,20-103,eng ENG,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,69,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,1,0.00,,0,0.0,14.9,0,1,0.00,,0,0.0,14.9,0,18,22,81.8,0,2,0,0,4,261,52,11,12,91.7,5,6,83.3,1,3,33.3,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,0,0,0,0,0,0,4,"MF,FW",Match Report
3819,Tom Heaton,0.0,0,14,1,0,2019-12-01,33-230,eng ENG,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,14,36,38.9,0,0,0,0,0,439,339,1,1,100.0,7,7,100.0,6,28,21.4,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,1,0,GK,Match Report
3820,Jack Grealish,0.8,3,31,1,1,2019-12-01,24-082,eng ENG,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.8,0.8,0.0,0.8,0.0,0.8,+0.2,+0.2,0.0,0.27,3,0.33,1.00,1,33.3,12.9,0,3,0.33,1.00,1,33.3,12.9,0,31,40,77.5,1,1,2,0,4,453,115,16,16,100.0,14,16,87.5,1,6,16.7,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,1,0,1,0,0,0,3,"FW,MF",Match Report
3821,Raúl Jiménez,0.6,4,22,1,1,2019-12-01,28-210,mx MEX,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,1,1,0,0,0,0,0.6,0.6,0.3,1.0,0.4,1.0,-0.6,-0.6,+0.7,0.16,4,0.00,0.00,1,25.0,10.5,0,4,0.00,0.00,1,25.0,10.5,0,22,29,75.9,2,4,1,0,4,426,109,9,10,90.0,4,6,66.7,6,6,100.0,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,1,0,0,0,5,FW,Match Report
3822,John Fleck,0.2,1,29,1,0,2019-12-01,28-099,sct SCO,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.2,0.6,-0.2,-0.2,-0.4,0.23,1,0.00,0.00,1,100.0,11.7,0,1,0.00,0.00,1,100.0,11.7,0,29,37,78.4,2,4,2,2,6,438,199,12,14,85.7,12,14,85.7,1,2,50.0,1,1,0,0,1,1,5,20.0,4,0,0,0,4,5,0,0,0,0,0,0,8,MF,Match Report
3823,Marc Albrighton,0.0,0,2,0,0,2019-12-01,30-013,eng ENG,Leicester City,,Everton,eng Premier League,W 2-1,N,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,4,50.0,0,0,0,0,0,39,6,0,0,,2,3,66.7,0,1,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"MF,DF",Match Report
3824,Fred,0.1,3,59,2,0,2019-12-01,26-271,br BRA,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,-0.1,-0.1,-0.2,0.05,3,0.00,0.00,1,33.3,20.1,0,3,0.00,0.00,1,33.3,20.1,0,59,68,86.8,3,3,1,0,8,1198,330,18,20,90.0,28,29,96.6,12,16,75.0,2,1,1,1,0,1,2,50.0,1,0,0,0,3,5,3,0,0,0,0,0,6,MF,Match Report
3825,Bukayo Saka,0.0,0,5,1,0,2019-12-01,18-087,eng ENG,Arsenal,@,Norwich City,eng Premier League,D 2-2,N,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,5,8,62.5,0,0,0,0,0,99,0,2,2,100.0,1,1,100.0,1,2,50.0,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,"DF,FW",Match Report
3826,Wesley Moraes,0.3,2,11,2,1,2019-12-01,23-005,br BRA,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.13,2,0.00,0.00,1,50.0,16.8,0,2,0.00,0.00,1,50.0,16.8,0,11,19,57.9,0,1,0,0,1,214,41,3,8,37.5,2,4,50.0,3,4,75.0,2,0,0,2,0,0,0,,0,0,0,0,0,2,4,0,1,0,0,0,2,FW,Match Report
3827,David Luiz,0.1,1,53,0,0,2019-12-01,32-223,br BRA,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.08,1,0.00,,0,0.0,9.5,0,1,0.00,,0,0.0,9.5,0,53,58,91.4,0,4,1,1,4,1294,422,6,6,100.0,36,37,97.3,10,13,76.9,0,0,0,0,0,0,0,,0,2,2,0,1,1,1,0,0,0,0,0,4,DF,Match Report
3828,Michael Keane,0.1,1,15,4,0,2019-12-01,26-324,eng ENG,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.06,1,0.00,0.00,1,100.0,10.2,0,1,0.00,0.00,1,100.0,10.2,0,15,21,71.4,0,1,0,0,1,295,97,5,5,100.0,9,12,75.0,1,3,33.3,4,2,2,2,0,2,2,100.0,0,2,1,1,1,5,2,0,0,0,0,0,1,DF,Match Report
3829,Kelechi Iheanacho,0.5,3,9,0,1,2019-12-01,23-059,ng NGA,Leicester City,,Everton,eng Premier League,W 2-1,N,29,1,1,2,1,0,0,0,0.5,0.5,0.6,1.1,0.0,1.1,+0.5,+0.5,+0.4,0.15,3,0.33,0.50,2,66.7,16.8,0,3,0.33,0.50,2,66.7,16.8,0,9,11,81.8,1,0,0,0,0,94,34,7,8,87.5,0,0,,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,2,FW,Match Report
3830,Daniel James,0.0,1,29,0,0,2019-12-01,22-021,wls WAL,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.3,0.2,0.0,0.0,-0.1,0.04,1,0.00,,0,0.0,21.5,0,1,0.00,,0,0.0,21.5,0,29,40,72.5,2,3,1,0,6,402,94,18,21,85.7,10,12,83.3,1,4,25.0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,0,0,0,0,3,FW,Match Report
3831,Mason Holgate,0.2,2,10,1,0,2019-12-01,23-040,eng ENG,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.08,2,0.00,,0,0.0,10.0,0,2,0.00,,0,0.0,10.0,0,10,17,58.8,0,2,0,0,1,183,110,4,6,66.7,5,5,100.0,1,5,20.0,1,0,0,1,0,0,1,0.0,1,0,0,0,3,4,6,0,0,0,0,0,6,DF,Match Report
3832,Max Kilman,0.0,0,57,0,0,2019-12-01,22-192,eng ENG,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,57,69,82.6,0,4,0,0,9,964,365,20,22,90.9,34,40,85.0,2,3,66.7,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,0,0,0,0,1,DF,Match Report
3833,Ben Chilwell,0.0,0,76,3,0,2019-12-01,22-345,eng ENG,Leicester City,,Everton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,76,99,76.8,2,6,1,1,5,1314,285,35,39,89.7,31,41,75.6,10,18,55.6,3,1,0,3,0,2,3,66.7,1,2,0,2,1,4,2,0,0,0,0,0,10,DF,Match Report
3834,Matt Doherty,0.3,1,66,3,0,2019-12-01,27-319,ie IRL,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,1,0,1,1,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,+0.7,+0.7,0.0,0.30,1,1.00,1.00,1,100.0,4.3,0,1,1.00,1.00,1,100.0,4.3,0,66,85,77.6,1,3,0,0,5,950,339,40,48,83.3,19,29,65.5,4,5,80.0,3,2,3,0,0,1,1,100.0,0,2,0,2,1,4,1,0,0,0,0,0,2,"MF,DF",Match Report
3835,Pierre-Emerick Aubameyang,0.9,1,26,2,0,2019-12-01,30-166,ga GAB,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,90,2,0,2,1,1,1,0,0.9,0.1,0.1,1.0,0.3,0.2,+1.1,+0.9,-0.1,0.12,1,1.00,1.00,1,100.0,21.7,0,1,1.00,1.00,1,100.0,21.7,0,26,44,59.1,1,0,2,1,2,351,97,13,19,68.4,11,17,64.7,0,0,,2,1,1,1,0,0,1,0.0,1,2,0,2,0,2,0,0,0,0,0,0,5,FW,Match Report
3836,Harry Maguire,0.0,0,63,0,0,2019-12-01,26-271,eng ENG,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,63,72,87.5,1,5,0,0,7,1212,451,22,26,84.6,32,35,91.4,9,11,81.8,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,4,0,0,0,0,0,5,DF,Match Report
3837,Lys Mousset,0.3,2,19,0,0,2019-12-01,23-296,fr FRA,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,85,1,0,1,1,0,0,0,0.3,0.3,0.3,0.6,0.2,0.6,+0.7,+0.7,-0.3,0.16,2,0.50,1.00,1,50.0,15.3,0,2,0.50,1.00,1,50.0,15.3,0,19,20,95.0,2,1,1,0,1,246,26,14,15,93.3,4,4,100.0,1,1,100.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,3,FW,Match Report
