Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
Rk,Player,xG,Sh,Cmp,Tkl,Off,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Off,PKwon,PKcon,OG,Recov,Pos.,Match Report
3737,Kevin De Bruyne,0.2,6,68,2,0,2019-11-30,28-155,be BEL,Manchester City,@,Newcastle Utd,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.2,0.2,0.7,0.9,0.9,0.9,+0.8,+0.8,-0.7,0.04,6,0.17,0.33,3,50.0,22.7,0,6,0.17,0.33,3,50.0,22.7,0,68,97,70.1,6,7,5,0,9,1219,442,27,36,75.0,27,36,75.0,10,18,55.6,2,0,0,2,0,0,0,,0,0,0,0,1,3,1,0,0,0,0,0,9,MF,Match Report
3738,Dwight Gayle,0.0,0,2,0,0,2019-11-30,29-044,eng ENG,Newcastle Utd,,Manchester City,eng Premier League,D 2-2,N,22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,4,50.0,0,0,0,0,0,24,0,2,3,66.7,0,1,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,FW,Match Report
3739,Kiko Femenía,0.0,0,24,5,0,2019-11-30,28-301,es ESP,Watford,@,Southampton,eng Premier League,L 1-2,Y,81,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,33,72.7,0,2,1,1,2,301,143,18,19,94.7,5,10,50.0,1,3,33.3,5,4,4,1,0,2,5,40.0,3,2,0,2,3,8,3,0,0,0,0,0,5,DF,Match Report
3740,Dominic Solanke,0.1,2,23,0,0,2019-11-30,22-077,eng ENG,Bournemouth,@,Tottenham,eng Premier League,L 2-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.2,0.5,-0.1,-0.1,-0.3,0.07,2,0.00,,0,0.0,12.8,0,2,0.00,,0,0.0,12.8,0,23,28,82.1,4,1,1,1,2,279,59,16,18,88.9,4,5,80.0,1,1,100.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,0,0,0,0,3,FW,Match Report
3741,James Tomkins,0.0,0,28,1,0,2019-11-30,30-246,eng ENG,Crystal Palace,@,Burnley,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,28,35,80.0,0,0,0,0,0,497,136,10,12,83.3,17,18,94.4,1,5,20.0,1,1,1,0,0,0,0,,0,1,1,0,3,4,11,0,0,0,0,0,7,DF,Match Report
3742,Nathan Aké,0.1,1,61,0,0,2019-11-30,24-285,nl NED,Bournemouth,@,Tottenham,eng Premier League,L 2-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.13,1,0.00,,0,0.0,9.8,0,1,0.00,,0,0.0,9.8,0,61,68,89.7,0,2,0,0,6,1148,449,18,20,90.0,36,39,92.3,6,8,75.0,0,0,0,0,0,0,0,,0,1,1,0,1,1,7,0,0,0,0,0,5,DF,Match Report
3743,Georginio Wijnaldum,0.0,1,32,0,0,2019-11-30,29-019,nl NED,Liverpool,,Brighton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,0.04,1,0.00,,0,0.0,16.1,0,1,0.00,,0,0.0,16.1,0,32,38,84.2,1,0,2,0,4,410,69,19,22,86.4,10,12,83.3,1,1,100.0,0,0,0,0,0,0,1,0.0,1,2,2,0,1,1,3,0,0,0,0,0,7,MF,Match Report
3744,Phil Foden,0.0,0,9,0,0,2019-11-30,19-186,eng ENG,Manchester City,@,Newcastle Utd,eng Premier League,D 2-2,N,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,9,10,90.0,1,3,0,0,5,182,25,4,4,100.0,4,5,80.0,1,1,100.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
3745,Arnaut Danjuma,0.1,2,32,1,0,2019-11-30,22-303,nl NED,Bournemouth,@,Tottenham,eng Premier League,L 2-3,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.03,2,0.00,0.00,2,100.0,23.4,0,2,0.00,0.00,2,100.0,23.4,0,32,40,80.0,0,5,0,0,6,491,122,17,23,73.9,11,12,91.7,3,4,75.0,1,0,0,1,0,0,1,0.0,1,0,0,0,3,4,1,0,0,0,0,0,7,MF,Match Report
3746,Federico Fernández,0.0,0,19,2,0,2019-11-30,30-282,ar ARG,Newcastle Utd,,Manchester City,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,34,55.9,0,1,0,0,1,360,209,8,10,80.0,9,14,64.3,2,9,22.2,2,1,2,0,0,0,1,0.0,1,3,2,1,5,7,10,0,0,0,0,0,6,DF,Match Report
3747,Adrián,0.0,0,0,0,0,2019-11-30,32-331,es ESP,Liverpool,,Brighton,eng Premier League,W 2-1,N,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,9,0.0,0,0,0,0,0,0,0,0,0,,0,0,,0,9,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,GK,Match Report
3748,Toby Alderweireld,0.0,0,67,1,0,2019-11-30,30-273,be BEL,Tottenham,,Bournemouth,eng Premier League,W 3-2,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.6,0.6,0.2,0.6,0.0,0.0,+0.4,,0,,,0,,,0,0,,,0,,,0,67,76,88.2,1,5,1,0,3,1577,526,8,10,80.0,49,52,94.2,10,13,76.9,1,0,0,1,0,1,1,100.0,0,1,0,1,2,3,3,0,0,0,0,0,3,DF,Match Report
3749,Dwight McNeil,0.1,3,24,2,0,2019-11-30,20-008,eng ENG,Burnley,,Crystal Palace,eng Premier League,L 0-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.1,0.3,-0.1,-0.1,-0.1,0.04,3,0.00,0.00,2,66.7,22.5,0,3,0.00,0.00,2,66.7,22.5,0,24,40,60.0,2,1,0,0,1,504,174,12,14,85.7,5,11,45.5,6,11,54.5,2,2,0,2,0,1,2,50.0,1,1,0,1,0,2,1,0,0,0,0,0,9,MF,Match Report
3750,Davy Pröpper,0.1,3,43,1,0,2019-11-30,28-089,nl NED,Brighton,@,Liverpool,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.03,3,0.00,0.00,1,33.3,26.4,0,3,0.00,0.00,1,33.3,26.4,0,43,60,71.7,0,1,1,0,9,676,173,28,34,82.4,12,20,60.0,3,4,75.0,1,1,1,0,0,1,5,20.0,4,0,0,0,3,4,1,0,0,0,0,0,7,MF,Match Report
3751,Mark Noble,0.0,0,31,3,0,2019-11-30,32-206,eng ENG,West Ham,@,Chelsea,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,31,39,79.5,0,5,1,0,4,664,214,10,11,90.9,15,20,75.0,6,8,75.0,3,1,3,0,0,2,7,28.6,5,1,1,0,0,3,0,0,0,0,0,0,4,MF,Match Report
3752,Onel Hernández,0.0,0,22,3,0,2019-12-01,26-303,cu CUB,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,+0.9,,0,,,0,,,0,0,,,0,,,0,22,27,81.5,2,0,0,0,0,269,56,15,16,93.8,7,9,77.8,0,0,,3,1,2,1,0,0,3,0.0,3,1,1,0,3,6,0,0,0,0,0,0,7,"FW,MF",Match Report
3753,Ezri Konsa,0.0,0,14,0,0,2019-12-01,22-039,eng ENG,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,14,17,82.4,0,0,0,0,1,272,170,4,4,100.0,9,9,100.0,1,3,33.3,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,1,0,0,0,0,4,DF,Match Report
3754,Teemu Pukki,0.1,2,11,0,0,2019-12-01,29-247,fi FIN,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.0,0.2,0.2,0.2,+0.9,+0.9,0.0,0.07,2,0.50,0.50,2,100.0,17.0,0,2,0.50,0.50,2,100.0,17.0,0,11,16,68.8,1,0,0,0,0,149,14,6,7,85.7,4,5,80.0,0,1,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,FW,Match Report
3755,John Lundstram,0.0,0,35,1,1,2019-12-01,25-286,eng ENG,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,35,44,79.5,0,3,1,1,7,536,126,21,25,84.0,11,13,84.6,3,3,100.0,1,1,1,0,0,0,0,,0,1,1,0,1,2,2,0,1,0,0,0,6,MF,Match Report
3756,Mesut Özil,0.2,2,43,2,0,2019-12-01,31-047,de GER,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,88,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.3,0.4,-0.2,-0.2,-0.2,0.08,2,0.00,0.00,1,50.0,12.2,0,2,0.00,0.00,1,50.0,12.2,0,43,55,78.2,4,2,1,0,4,616,235,26,28,92.9,11,13,84.6,4,11,36.4,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,4,MF,Match Report
3757,Diogo Jota,0.1,2,28,0,0,2019-12-01,22-362,pt POR,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,2,0.00,,0,0.0,13.8,0,2,0.00,,0,0.0,13.8,0,28,35,80.0,0,1,0,0,2,394,49,17,20,85.0,7,7,100.0,1,2,50.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0,0,0,3,FW,Match Report
3758,Enda Stevens,0.1,1,37,3,0,2019-12-01,29-145,ie IRL,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.3,0.4,-0.1,-0.1,-0.3,0.05,1,0.00,,0,0.0,19.2,0,1,0.00,,0,0.0,19.2,0,37,49,75.5,1,4,3,0,7,529,228,23,26,88.5,13,19,68.4,1,4,25.0,3,3,2,1,0,1,7,14.3,6,1,1,0,3,6,3,0,0,0,0,0,7,DF,Match Report
3759,Chris Basham,0.0,0,21,2,1,2019-12-01,31-134,eng ENG,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,21,33,63.6,0,0,0,0,3,372,86,10,12,83.3,8,13,61.5,2,6,33.3,2,2,1,1,0,1,1,100.0,0,1,1,0,4,6,10,0,1,0,0,0,3,DF,Match Report
3760,Lucas Digne,0.0,0,26,4,1,2019-12-01,26-134,fr FRA,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,26,52,50.0,4,1,0,0,2,461,301,13,22,59.1,8,17,47.1,5,10,50.0,4,2,4,0,0,3,5,60.0,2,1,0,1,4,8,4,0,1,0,0,0,8,DF,Match Report
3761,Sam Byram,0.0,0,42,0,0,2019-12-01,26-076,eng ENG,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,42,58,72.4,0,3,0,0,4,563,265,29,30,96.7,10,19,52.6,2,5,40.0,0,0,0,0,0,0,0,,0,3,3,0,1,1,6,0,0,0,0,0,8,DF,Match Report
3762,Çağlar Söyüncü,0.0,0,76,1,0,2019-12-01,23-192,tr TUR,Leicester City,,Everton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,76,83,91.6,0,3,0,0,6,1486,529,24,25,96.0,43,49,87.8,8,8,100.0,1,1,0,1,0,1,4,25.0,3,1,1,0,0,1,2,0,0,0,0,0,5,DF,Match Report
3763,Bernd Leno,0.0,0,21,0,0,2019-12-01,27-272,de GER,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,21,29,72.4,0,1,0,0,0,516,370,5,5,100.0,12,12,100.0,4,12,33.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,GK,Match Report
3764,Conor Coady,0.0,0,59,2,0,2019-12-01,26-279,eng ENG,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,59,66,89.4,0,2,0,0,0,1553,700,5,6,83.3,39,44,88.6,15,16,93.8,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,3,0,0,0,0,0,7,DF,Match Report
3765,Juan Mata,0.0,0,29,0,1,2019-12-01,31-217,es ESP,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,Y,73,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,29,31,93.5,1,2,0,0,3,388,94,21,21,100.0,5,6,83.3,2,2,100.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,1,0,0,0,2,"MF,FW",Match Report
3766,Christoph Zimmermann,0.0,0,24,2,0,2019-12-01,26-323,de GER,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,27,88.9,0,0,0,0,0,438,178,10,11,90.9,9,9,100.0,4,6,66.7,2,2,1,1,0,2,2,100.0,0,0,0,0,2,4,8,0,0,0,1,0,5,DF,Match Report
3767,Jack O'Connell,0.0,0,27,1,0,2019-12-01,25-247,eng ENG,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,27,35,77.1,0,1,0,0,1,540,194,13,14,92.9,8,11,72.7,6,9,66.7,1,1,0,1,0,0,0,,0,3,2,1,1,2,5,0,0,0,0,0,2,DF,Match Report
3768,Sead Kolašinac,0.0,0,51,2,0,2019-12-01,26-164,ba BIH,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,51,58,87.9,1,2,2,0,8,678,204,33,35,94.3,15,19,78.9,1,1,100.0,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,0,0,0,0,0,0,3,DF,Match Report
3769,George Baldock,0.0,0,25,0,1,2019-12-01,26-267,gr GRE,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.3,0.3,0.1,0.3,0.0,0.0,+0.7,,0,,,0,,,0,0,,,0,,,0,25,36,69.4,2,3,2,2,2,403,204,10,10,100.0,12,17,70.6,2,5,40.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0,1,0,0,0,3,DF,Match Report
3770,Trézéguet,0.1,2,11,0,0,2019-12-01,25-061,eg EGY,Aston Villa,@,Manchester Utd,eng Premier League,D 2-2,N,73,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.04,2,0.00,,0,0.0,16.3,0,2,0.00,,0,0.0,16.3,0,11,20,55.0,0,2,0,0,1,173,39,7,10,70.0,2,5,40.0,1,2,50.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,0,0,0,0,3,"FW,MF",Match Report
3771,Moise Kean,0.1,2,3,0,0,2019-12-01,19-276,it ITA,Everton,@,Leicester City,eng Premier League,L 1-2,N,13,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,2,0.00,0.00,1,50.0,20.1,0,2,0.00,0.00,1,50.0,20.1,0,3,3,100.0,0,0,0,0,0,31,13,3,3,100.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
3772,Harvey Barnes,0.0,0,22,1,0,2019-12-01,21-357,eng ENG,Leicester City,,Everton,eng Premier League,W 2-1,Y,81,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,22,32,68.8,0,2,1,0,3,301,85,16,18,88.9,5,7,71.4,1,1,100.0,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,0,0,0,0,0,0,3,"MF,FW",Match Report
3773,Shkodran Mustafi,0.4,2,67,1,0,2019-12-01,27-228,de GER,Arsenal,@,Norwich City,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,-0.4,-0.4,0.0,0.20,2,0.00,,0,0.0,7.6,0,2,0.00,,0,0.0,7.6,0,67,76,88.2,0,6,0,0,6,1464,506,13,15,86.7,43,47,91.5,10,11,90.9,1,0,1,0,0,0,2,0.0,2,1,0,1,2,3,5,0,0,0,0,0,6,DF,Match Report
3774,Oliver Norwood,0.0,0,46,5,0,2019-12-01,28-233,nir NIR,Sheffield Utd,@,Wolves,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,46,59,78.0,1,8,1,0,5,967,320,14,18,77.8,23,25,92.0,9,15,60.0,5,4,2,2,1,2,5,40.0,3,1,0,1,1,6,3,0,0,0,0,0,9,MF,Match Report
3775,Rúben Neves,0.1,3,46,1,0,2019-12-01,22-263,pt POR,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.03,3,0.00,0.00,1,33.3,29.2,0,3,0.00,0.00,1,33.3,29.2,0,46,64,71.9,0,4,0,0,6,1025,254,16,21,76.2,20,25,80.0,10,18,55.6,1,0,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0,0,0,0,0,13,MF,Match Report
3776,Jamie Vardy,1.0,4,11,2,0,2019-12-01,32-324,eng ENG,Leicester City,,Everton,eng Premier League,W 2-1,Y,90,1,0,1,1,0,0,0,1.0,1.0,0.3,1.3,0.2,1.3,0.0,0.0,-0.3,0.25,4,0.25,1.00,1,25.0,10.9,0,4,0.25,1.00,1,25.0,10.9,0,11,13,84.6,1,1,1,0,1,126,34,9,10,90.0,2,3,66.7,0,0,,2,1,0,1,1,0,0,,0,0,0,0,0,2,2,0,0,0,0,0,0,FW,Match Report
3777,Kenny McLean,0.1,3,35,0,0,2019-12-01,27-327,sct SCO,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,0.0,0.2,-0.1,-0.1,+1.0,0.04,3,0.00,0.00,3,100.0,18.3,0,3,0.00,0.00,3,100.0,18.3,0,35,49,71.4,1,5,0,0,7,546,147,20,25,80.0,11,15,73.3,3,8,37.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,0,0,0,0,4,MF,Match Report
3778,Jordan Pickford,0.0,0,13,0,0,2019-12-01,25-269,eng ENG,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,13,33,39.4,0,0,0,0,0,542,462,2,2,100.0,2,2,100.0,9,29,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,GK,Match Report
3779,Gabriel Martinelli,0.0,0,2,0,0,2019-12-01,18-166,br BRA,Arsenal,@,Norwich City,eng Premier League,D 2-2,N,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,4,50.0,0,1,0,0,0,21,5,2,3,66.7,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
3780,Djibril Sidibé,0.0,1,28,4,1,2019-12-01,27-125,fr FRA,Everton,@,Leicester City,eng Premier League,L 1-2,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.3,0.3,0.2,0.3,0.0,0.0,+0.7,0.03,1,0.00,,0,0.0,21.4,0,1,0.00,,0,0.0,21.4,0,28,34,82.4,1,1,1,1,2,372,182,18,20,90.0,6,7,85.7,1,2,50.0,4,2,2,1,1,2,3,66.7,1,1,0,1,3,7,3,0,1,0,0,0,8,"DF,MF",Match Report
3781,Morgan Schneiderlin,0.0,0,3,0,0,2019-12-01,30-023,fr FRA,Everton,@,Leicester City,eng Premier League,L 1-2,N,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,4,75.0,0,0,0,0,0,42,15,1,2,50.0,2,2,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,2,MF,Match Report
3782,Lucas Torreira,0.1,1,8,2,0,2019-12-01,23-293,uy URU,Arsenal,@,Norwich City,eng Premier League,D 2-2,N,21,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.05,1,0.00,,0,0.0,18.0,0,1,0.00,,0,0.0,18.0,0,8,8,100.0,0,0,0,0,1,129,50,3,3,100.0,3,3,100.0,1,1,100.0,2,1,2,0,0,0,1,0.0,1,0,0,0,2,4,1,0,0,0,0,0,1,MF,Match Report
3783,Kasper Schmeichel,0.0,0,27,0,0,2019-12-01,33-026,dk DEN,Leicester City,,Everton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,27,31,87.1,0,0,0,0,0,671,416,1,1,100.0,20,20,100.0,6,10,60.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,GK,Match Report
3784,Tom Trybull,0.0,1,28,2,1,2019-12-01,26-267,de GER,Norwich City,,Arsenal,eng Premier League,D 2-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,0.03,1,0.00,,0,0.0,27.7,0,1,0.00,,0,0.0,27.7,0,28,34,82.4,1,3,0,0,3,416,121,14,15,93.3,11,14,78.6,1,1,100.0,2,1,0,0,2,0,3,0.0,3,1,0,1,0,2,4,0,1,0,0,0,7,MF,Match Report
3785,Youri Tielemans,0.1,2,57,2,0,2019-12-01,22-208,be BEL,Leicester City,,Everton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.2,0.3,-0.1,-0.1,-0.3,0.03,2,0.00,,0,0.0,26.4,0,2,0.00,,0,0.0,26.4,0,57,74,77.0,1,5,2,1,7,1062,193,26,31,83.9,20,23,87.0,9,13,69.2,2,1,0,2,0,0,1,0.0,1,1,1,0,1,3,0,0,0,0,0,0,6,MF,Match Report
3786,Mason Greenwood,0.0,0,1,0,0,2019-12-01,18-061,eng ENG,Manchester Utd,,Aston Villa,eng Premier League,D 2-2,N,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,1,2,50.0,0,0,0,0,0,6,0,1,1,100.0,0,0,,0,1,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,FW,Match Report
3787,Dominic Calvert-Lewin,0.1,1,10,0,1,2019-12-01,22-260,eng ENG,Everton,@,Leicester City,eng Premier League,L 1-2,Y,77,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.07,1,0.00,,0,0.0,16.1,0,1,0.00,,0,0.0,16.1,0,10,17,58.8,0,0,0,0,0,79,14,7,12,58.3,1,1,100.0,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,FW,Match Report
3788,Leander Dendoncker,0.1,1,46,4,0,2019-12-01,24-230,be BEL,Wolves,,Sheffield Utd,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.09,1,0.00,,0,0.0,11.1,0,1,0.00,,0,0.0,11.1,0,46,59,78.0,0,0,0,0,2,808,204,21,25,84.0,20,25,80.0,4,8,50.0,4,2,4,0,0,0,0,,0,1,0,1,1,5,2,0,0,0,0,0,6,"MF,DF",Match Report
